Item_Category,Item_Class_ID,Item_Class_Name,Item_ID,Item_Name
AUTOKORJAAMON VARUSTEET,F-LV3,HITSAUSLAITTEET,63106735,PUIKKOHITSAUSLAITE
AUTOKORJAAMON VARUSTEET,F-LV3,HITSAUSLAITTEET,17746926,PISTEHITSAUSLAITE
AUTOKORJAAMON VARUSTEET,F-LV4,TYÖKALUT JA TARVIKKEET,49888325,MOMENTTIAVAIN
AUTOKORJAAMON VARUSTEET,F-LV4,TYÖKALUT JA TARVIKKEET,18377356,JOUSIPURISTIN
AUTOKORJAAMON VARUSTEET,F-LV4,TYÖKALUT JA TARVIKKEET,91810421,VASARAMURSKAIN
AUTOKORJAAMON VARUSTEET,F-LV4,TYÖKALUT JA TARVIKKEET,80992336,PRY-BAR
AUTOKORJAAMON VARUSTEET,F-LV4,TYÖKALUT JA TARVIKKEET,15584927,KROMATTU KÄRKI
HUONEKALUT,G-HK001,SOHVAT,56265095,NAHKASOHVA
HUONEKALUT,G-HK001,SOHVAT,45487738,KANGASSOHVA
HUONEKALUT,G-HK001,SOHVAT,59534926,VUODESOHVA
HUONEKALUT,G-HK001,SOHVAT,32038309,DIVAANISOHVA
HUONEKALUT,G-HK001,SOHVAT,65829990,MODUULISOHVA
HUONEKALUT,G-HK002,RUOKAPÖYDÄT,58595286,PUISET RUOKAPÖYDÄT
HUONEKALUT,G-HK002,RUOKAPÖYDÄT,77403240,LASIPÖYDÄT
HUONEKALUT,G-HK002,RUOKAPÖYDÄT,65619894,PYÖREÄT RUOKAPÖYDÄT
HUONEKALUT,G-HK002,RUOKAPÖYDÄT,75700605,ULKOTILAPÖYDÄT
HUONEKALUT,G-HK002,RUOKAPÖYDÄT,92235837,TAITETTAVAT RUOKAPÖYDÄT
HUONEKALUT,G-HK003,SÄNGYT,21068615,PARIVUODE
HUONEKALUT,G-HK003,SÄNGYT,19281453,KERROSSÄNKY
HUONEKALUT,G-HK003,SÄNGYT,36261372,RUNKOSÄNKY
HUONEKALUT,G-HK003,SÄNGYT,64241143,JATKETTAVA SÄNKY
HUONEKALUT,G-HK003,SÄNGYT,93314459,LASTEN SÄNKY
HUONEKALUT,G-HK004,KAAPIT,39234730,VAATEKAAPPI
HUONEKALUT,G-HK004,KAAPIT,24942077,KIRJAHYLLY
HUONEKALUT,G-HK004,KAAPIT,48699348,LIPASTO
HUONEKALUT,G-HK004,KAAPIT,51854633,TV-TASO
HUONEKALUT,G-HK004,KAAPIT,48272647,KEITTIÖKAAPPI
HUONEKALUT,G-HK005,TUOLIT,99811126,RUOKATUOLI
HUONEKALUT,G-HK005,TUOLIT,49933363,NOJATUOLI
HUONEKALUT,G-HK005,TUOLIT,78543399,TYÖTUOLI
HUONEKALUT,G-HK005,TUOLIT,37327170,PEHMUSTETTU TUOLI
HUONEKALUT,G-HK005,TUOLIT,37687320,BAARIJAKKARA
HUONEKALUT,G-HK006,PÖYDÄT,67106490,KIRJOITUSPÖYTÄ
HUONEKALUT,G-HK006,PÖYDÄT,25365614,RUOKAPÖYTÄ
HUONEKALUT,G-HK006,PÖYDÄT,15504442,SIVUPÖYTÄ
HUONEKALUT,G-HK006,PÖYDÄT,22266317,KONSOLIPÖYTÄ
HUONEKALUT,G-HK006,PÖYDÄT,35492723,SOHVAPÖYTÄ
HUONEKALUT,G-HK007,HYLLYT,89278093,KYLPYHUONEHYLLY
HUONEKALUT,G-HK007,HYLLYT,20316489,SEINÄHYLLY
HUONEKALUT,G-HK007,HYLLYT,44981218,ETEISHYLLY
HUONEKALUT,G-HK007,HYLLYT,81731217,KULMAHYLLY
HUONEKALUT,G-HK007,HYLLYT,83630189,VAATEKAAPIN HYLLY
HUONEKALUT,G-HK008,SÄILYTYSKALUSTEET,99134277,LIPASTO
HUONEKALUT,G-HK008,SÄILYTYSKALUSTEET,70821496,KENKÄTELINE
HUONEKALUT,G-HK008,SÄILYTYSKALUSTEET,62837800,VAATETELINE
HUONEKALUT,G-HK008,SÄILYTYSKALUSTEET,43814893,KIRJAHYLLY
HUONEKALUT,G-HK008,SÄILYTYSKALUSTEET,82401734,AVOHYLLY
HUONEKALUT,G-HK009,LASTEN HUONEKALUT,53181232,LASTENSÄNKY
HUONEKALUT,G-HK009,LASTEN HUONEKALUT,18897655,LASTEN PÖYTÄ JA TUOLIT
HUONEKALUT,G-HK009,LASTEN HUONEKALUT,96246799,LEIKKIKEITTIÖ
HUONEKALUT,G-HK009,LASTEN HUONEKALUT,16736447,LASTEN VAATEKAAPPI
HUONEKALUT,G-HK009,LASTEN HUONEKALUT,27841070,LASTEN KIRJOITUSPÖYTÄ
VUODEVAATTEET,H-VV001,TYYNYLIINAT,89423152,PUUVILLATYYNYLIINA
VUODEVAATTEET,H-VV001,TYYNYLIINAT,41827127,SATYYRITYYNYLIINA
VUODEVAATTEET,H-VV001,TYYNYLIINAT,96961717,SILKKITYYNYLIINA
VUODEVAATTEET,H-VV001,TYYNYLIINAT,70867789,PELLAVATYYNYLIINA
VUODEVAATTEET,H-VV001,TYYNYLIINAT,16557052,FLANELLITYYNYLIINA
VUODEVAATTEET,H-VV002,LAKANAT,28823062,PUUVILLALAKANA
VUODEVAATTEET,H-VV002,LAKANAT,14909327,SATYYRILAKANA
VUODEVAATTEET,H-VV002,LAKANAT,30382475,SATIINILAKANA
VUODEVAATTEET,H-VV002,LAKANAT,61654901,PELLAVALAKANA
VUODEVAATTEET,H-VV002,LAKANAT,13588940,SILKKILAKANA
VUODEVAATTEET,H-VV003,PEITOT,46568628,KEINOTEKOINEN PEITTO
VUODEVAATTEET,H-VV003,PEITOT,48667534,UNTUVAPEITTO
VUODEVAATTEET,H-VV003,PEITOT,59695890,VILLAPEITTO
VUODEVAATTEET,H-VV003,PEITOT,94380466,MIKROKUITUPEITTO
VUODEVAATTEET,H-VV003,PEITOT,69320155,SILKKIPEITTO
VUODEVAATTEET,H-VV004,PATJANSUOJAT,76840349,VEDENPITÄVÄ PATJANSUOJA
VUODEVAATTEET,H-VV004,PATJANSUOJAT,77620097,ALLERGIASUOJA
VUODEVAATTEET,H-VV004,PATJANSUOJAT,58319964,PESTÄVÄ PATJANSUOJA
VUODEVAATTEET,H-VV004,PATJANSUOJAT,62625856,SATIJANPATJANSUOJA
VUODEVAATTEET,H-VV004,PATJANSUOJAT,58955458,ILMANKIERRÄTETTÄVÄ PATJANSUOJA
VUODEVAATTEET,H-VV005,PÄIVÄPEITOT,83184009,PUUVILLAPÄIVÄPEITTO
VUODEVAATTEET,H-VV005,PÄIVÄPEITOT,47703907,SAMETTIPÄIVÄPEITTO
VUODEVAATTEET,H-VV005,PÄIVÄPEITOT,20258205,SILKKIKORISTEPEITTO
VUODEVAATTEET,H-VV005,PÄIVÄPEITOT,13882507,REIKÄPÄIVÄPEITTO
VUODEVAATTEET,H-VV005,PÄIVÄPEITOT,24166462,PITSIPÄIVÄPEITTO
VUODEVAATTEET,H-VV006,SÄNKYVERHOT,93522865,HIMMELIVERHO
VUODEVAATTEET,H-VV006,SÄNKYVERHOT,69231690,TELTTAVERHO
VUODEVAATTEET,H-VV006,SÄNKYVERHOT,94945356,PIMENNYSVERHO
VUODEVAATTEET,H-VV006,SÄNKYVERHOT,76913751,RIIPPUVERHO
VUODEVAATTEET,H-VV006,SÄNKYVERHOT,99357160,VALOVERHO
VUODEVAATTEET,H-VV007,SÄNGYNPEITTEET,82822294,TORKKUPEITTO
VUODEVAATTEET,H-VV007,SÄNGYNPEITTEET,68682914,FLEECEPEITTO
VUODEVAATTEET,H-VV007,SÄNGYNPEITTEET,32013580,NEULEPEITTO
VUODEVAATTEET,H-VV007,SÄNGYNPEITTEET,16805817,TÄKKI
VUODEVAATTEET,H-VV007,SÄNGYNPEITTEET,50967403,VIILTÄVÄ PEITE
VUODEVAATTEET,H-VV008,KORISTETYYNYT,73634186,TYYNYNPÄÄLLINEN
VUODEVAATTEET,H-VV008,KORISTETYYNYT,48192536,VETOKETJULLINEN TYYNYNPÄÄLLINEN
VUODEVAATTEET,H-VV008,KORISTETYYNYT,52506694,PITSITYYNYNPÄÄLLINEN
VUODEVAATTEET,H-VV008,KORISTETYYNYT,13461161,BRODEERATTU TYYNYNPÄÄLLINEN
VUODEVAATTEET,H-VV008,KORISTETYYNYT,34976241,SATYYRITYYNYNPÄÄLLINEN
RAKENNUSTARVIKKEET,I-RT001,PUUTAVARAT,74112663,2X4 PUUTAVARA
RAKENNUSTARVIKKEET,I-RT001,PUUTAVARAT,96848157,2X6 PUUTAVARA
RAKENNUSTARVIKKEET,I-RT001,PUUTAVARAT,68096473,4X4 PUUTAVARA
RAKENNUSTARVIKKEET,I-RT001,PUUTAVARAT,36095495,4X6 PUUTAVARA
RAKENNUSTARVIKKEET,I-RT001,PUUTAVARAT,80644789,6X6 PUUTAVARA
RAKENNUSTARVIKKEET,I-RT002,LAASTIT,60531464,BETONILAASTI
RAKENNUSTARVIKKEET,I-RT002,LAASTIT,26049158,KIPSILAASTI
RAKENNUSTARVIKKEET,I-RT002,LAASTIT,81395605,SEMENTTILAASTI
RAKENNUSTARVIKKEET,I-RT002,LAASTIT,12557228,TASOITELAASTI
RAKENNUSTARVIKKEET,I-RT002,LAASTIT,43049801,LAATOITUSLAASTI
RAKENNUSTARVIKKEET,I-RT003,SEMENTTI,94996442,PORTLAND-SEMENTTI
RAKENNUSTARVIKKEET,I-RT003,SEMENTTI,25611929,LUJITEMUOVISEMENTTI
RAKENNUSTARVIKKEET,I-RT003,SEMENTTI,39112036,PIKASEMENTTI
RAKENNUSTARVIKKEET,I-RT003,SEMENTTI,80150611,ERIKOISSEMENTTI
RAKENNUSTARVIKKEET,I-RT003,SEMENTTI,56624860,VÄRISEMENTTI
RAKENNUSTARVIKKEET,I-RT004,TERÄSOSAT,98905802,TERÄSANKKURIT
RAKENNUSTARVIKKEET,I-RT004,TERÄSOSAT,80941667,TERÄSLANGAT
RAKENNUSTARVIKKEET,I-RT004,TERÄSOSAT,53999157,TERÄSKULMAT
RAKENNUSTARVIKKEET,I-RT004,TERÄSOSAT,48684288,TERÄSKISKOT
RAKENNUSTARVIKKEET,I-RT004,TERÄSOSAT,77961911,TERÄSLEVYT
RAKENNUSTARVIKKEET,I-RT005,ERISTEET,60616641,LÄMMÖNERISTE
RAKENNUSTARVIKKEET,I-RT005,ERISTEET,74459125,ÄÄNIERISTE
RAKENNUSTARVIKKEET,I-RT005,ERISTEET,93058083,ILMANSULKUPAPERI
RAKENNUSTARVIKKEET,I-RT005,ERISTEET,73148029,KOSTEUSERISTE
RAKENNUSTARVIKKEET,I-RT005,ERISTEET,24456574,VAAHTOMUOVI
TYÖKALUT,I-TY001,KÄSITYÖKALUT,68590707,VASARA
TYÖKALUT,I-TY001,KÄSITYÖKALUT,23367914,RUUVIMEISSELI
TYÖKALUT,I-TY001,KÄSITYÖKALUT,45413313,PIHDIT
TYÖKALUT,I-TY001,KÄSITYÖKALUT,41952201,TALTTA
TYÖKALUT,I-TY001,KÄSITYÖKALUT,53798178,MITTANAUHA
TYÖKALUT,I-TY002,SÄHKÖTYÖKALUT,17123824,PORAKONE
TYÖKALUT,I-TY002,SÄHKÖTYÖKALUT,67532412,KULMAHIOMAKONE
TYÖKALUT,I-TY002,SÄHKÖTYÖKALUT,41094410,JIIRISAHA
TYÖKALUT,I-TY002,SÄHKÖTYÖKALUT,53796195,PÖYTÄSAHA
TYÖKALUT,I-TY002,SÄHKÖTYÖKALUT,74071024,HIOMAKONE
TYÖKALUT,I-TY003,PUUTYÖKALUT,56715393,PUUPLANER
TYÖKALUT,I-TY003,PUUTYÖKALUT,44365914,JIIRISAHA
TYÖKALUT,I-TY003,PUUTYÖKALUT,43296345,HÖYLÄ
TYÖKALUT,I-TY003,PUUTYÖKALUT,35347308,SAHAPUKKI
TYÖKALUT,I-TY003,PUUTYÖKALUT,44441284,HYLSYAVAIN
TYÖKALUT,I-TY004,PIHATYÖKALUT,92002738,LAPIO
TYÖKALUT,I-TY004,PIHATYÖKALUT,36956245,HARAVA
TYÖKALUT,I-TY004,PIHATYÖKALUT,65738317,KOTTIKÄRRYT
TYÖKALUT,I-TY004,PIHATYÖKALUT,57741194,LEHTIPUHALLIN
TYÖKALUT,I-TY004,PIHATYÖKALUT,20512763,RUOHONLEIKKURI
LÄÄKKEET,J-LA001,KIPULÄÄKKEET,78676732,PARASETAMOLI
LÄÄKKEET,J-LA001,KIPULÄÄKKEET,66138717,IBUPROFEENI
LÄÄKKEET,J-LA001,KIPULÄÄKKEET,33063095,ASPIRIINI
LÄÄKKEET,J-LA001,KIPULÄÄKKEET,75691248,NAPROKSEENI
LÄÄKKEET,J-LA001,KIPULÄÄKKEET,29876619,TRAMADOLI
LÄÄKKEET,J-LA002,ANTIBIOOTIT,76489178,AMOKSISILLIINI
LÄÄKKEET,J-LA002,ANTIBIOOTIT,82814052,ERYTROMYSIINI
LÄÄKKEET,J-LA002,ANTIBIOOTIT,45752672,METRONIDATSOLI
LÄÄKKEET,J-LA002,ANTIBIOOTIT,23056593,DOKSISYKLIINI
LÄÄKKEET,J-LA002,ANTIBIOOTIT,20717447,KLINDAMYSIINI
LÄÄKKEET,J-LA003,ALLERGIALÄÄKKEET,26531023,LORATADIINI
LÄÄKKEET,J-LA003,ALLERGIALÄÄKKEET,73737180,SETIRITSIINI
LÄÄKKEET,J-LA003,ALLERGIALÄÄKKEET,38348760,DESLORATADIINI
LÄÄKKEET,J-LA003,ALLERGIALÄÄKKEET,52330675,KROMOGLIKAANI
LÄÄKKEET,J-LA003,ALLERGIALÄÄKKEET,47913420,FEXOFENADIINI
LÄÄKKEET,J-LA004,VERENPAINELÄÄKKEET,40781377,LOSARTAANI
LÄÄKKEET,J-LA004,VERENPAINELÄÄKKEET,89957037,AMLODIPIINI
LÄÄKKEET,J-LA004,VERENPAINELÄÄKKEET,57434179,ENALAPRIILI
LÄÄKKEET,J-LA004,VERENPAINELÄÄKKEET,75663733,METOPROLOLI
LÄÄKKEET,J-LA004,VERENPAINELÄÄKKEET,84414916,HYDROKLOORITIATSIDI
LÄÄKKEET,J-LA005,VITAMIINIT JA RAVINTOLISÄT,83994668,C-VITAMIINI
LÄÄKKEET,J-LA005,VITAMIINIT JA RAVINTOLISÄT,25369920,D-VITAMIINI
LÄÄKKEET,J-LA005,VITAMIINIT JA RAVINTOLISÄT,22823447,KALSIUMLISÄ
LÄÄKKEET,J-LA005,VITAMIINIT JA RAVINTOLISÄT,68628204,MAGNESIUM
LÄÄKKEET,J-LA005,VITAMIINIT JA RAVINTOLISÄT,71731104,B12-VITAMIINI
LÄÄKKEET,J-LA006,RUUANSULATUSLÄÄKKEET,50759321,OMEPRATSOLI
LÄÄKKEET,J-LA006,RUUANSULATUSLÄÄKKEET,27856256,RANITIDIINI
LÄÄKKEET,J-LA006,RUUANSULATUSLÄÄKKEET,70569400,SIMETIKONI
LÄÄKKEET,J-LA006,RUUANSULATUSLÄÄKKEET,17859177,LAKSATIIVIT
LÄÄKKEET,J-LA006,RUUANSULATUSLÄÄKKEET,84335703,PROBIOTIIKIT
SAIRAALATARVIKKEET,K-SA001,KÄSINEET,86947479,LATEKSIKÄSINEET
SAIRAALATARVIKKEET,K-SA001,KÄSINEET,66391956,NITRILEKÄSINEET
SAIRAALATARVIKKEET,K-SA001,KÄSINEET,33669742,VINYYLIKÄSINEET
SAIRAALATARVIKKEET,K-SA001,KÄSINEET,83769122,STERIILIT KÄSINEET
SAIRAALATARVIKKEET,K-SA001,KÄSINEET,14783398,PUUVILLAKÄSINEET
SAIRAALATARVIKKEET,K-SA002,SUOJAPUVUT,81570979,KIRURGISET SUOJAPUVUT
SAIRAALATARVIKKEET,K-SA002,SUOJAPUVUT,75526241,KERTAKÄYTTÖISET HAALARIT
SAIRAALATARVIKKEET,K-SA002,SUOJAPUVUT,16196483,SUOJALASIT
SAIRAALATARVIKKEET,K-SA002,SUOJAPUVUT,91713933,HENGITYSSUOJAIMET
SAIRAALATARVIKKEET,K-SA002,SUOJAPUVUT,89391341,STERIILIT LIINAVAATTEET
SAIRAALATARVIKKEET,K-SA003,SIDOKSET JA SITEET,89969124,HAAVATEIPIT
SAIRAALATARVIKKEET,K-SA003,SIDOKSET JA SITEET,69903943,SIDEHARSO
SAIRAALATARVIKKEET,K-SA003,SIDOKSET JA SITEET,98409565,KIPSILEVYT
SAIRAALATARVIKKEET,K-SA003,SIDOKSET JA SITEET,75269180,KOMPRESSIOTUOTTEET
SAIRAALATARVIKKEET,K-SA003,SIDOKSET JA SITEET,54676547,KOLMIOLIINA
SAIRAALATARVIKKEET,K-SA004,HOITOVÄLINEET,84127219,INFUUSIOPUMPUT
SAIRAALATARVIKKEET,K-SA004,HOITOVÄLINEET,11987460,KANYYLIT
SAIRAALATARVIKKEET,K-SA004,HOITOVÄLINEET,68380814,KATETRIT
SAIRAALATARVIKKEET,K-SA004,HOITOVÄLINEET,69220170,VERENPAINEMITTARIT
SAIRAALATARVIKKEET,K-SA004,HOITOVÄLINEET,42226454,STETOSKOOPIT
SAIRAALATARVIKKEET,K-SA005,HOITOVÄLINEET,87731025,HAPPIRIKASTIN
SAIRAALATARVIKKEET,K-SA005,HOITOVÄLINEET,12305239,VERENSOKERIMITTARI
SAIRAALATARVIKKEET,K-SA005,HOITOVÄLINEET,19542921,LÄMPÖMITTARI
SAIRAALATARVIKKEET,K-SA005,HOITOVÄLINEET,44112471,INFUUSIOPUSSIT
SAIRAALATARVIKKEET,K-SA005,HOITOVÄLINEET,81874766,ROLLAATTORIT
SAIRAALATARVIKKEET,K-SA006,ENSIAPUVÄLINEET,32345190,SIDETARVIKKEET
SAIRAALATARVIKKEET,K-SA006,ENSIAPUVÄLINEET,78784139,DEFIBRILLAATTORIT
SAIRAALATARVIKKEET,K-SA006,ENSIAPUVÄLINEET,38172105,ENSIAPULAUKUT
SAIRAALATARVIKKEET,K-SA006,ENSIAPUVÄLINEET,13101734,ELVYTYSMASKIT
SAIRAALATARVIKKEET,K-SA006,ENSIAPUVÄLINEET,37590019,KYLMÄGEELIPAKKAUKSET
SAIRAALATARVIKKEET,K-SA007,INVALIDITUOTTEET,56524816,INVATAKSIT
SAIRAALATARVIKKEET,K-SA007,INVALIDITUOTTEET,98176185,ROLLAATTORIT
SAIRAALATARVIKKEET,K-SA007,INVALIDITUOTTEET,57576739,WC-TUOLIT
SAIRAALATARVIKKEET,K-SA007,INVALIDITUOTTEET,89294943,SÄHKÖPYÖRÄTUOLIT
SAIRAALATARVIKKEET,K-SA007,INVALIDITUOTTEET,25144662,KÄVELYKEPIT
SAIRAALATARVIKKEET,K-SA008,LABORATORIOTARVIKKEET,18454796,NÄYTTEENOTTOVÄLINEET
SAIRAALATARVIKKEET,K-SA008,LABORATORIOTARVIKKEET,33356837,KOEPUTKET JA NÄYTELIUSKAT
SAIRAALATARVIKKEET,K-SA008,LABORATORIOTARVIKKEET,46562404,PIPETIT JA PIPETTITELINEET
SAIRAALATARVIKKEET,K-SA008,LABORATORIOTARVIKKEET,39982431,AUTOKLAAVIT
SAIRAALATARVIKKEET,K-SA008,LABORATORIOTARVIKKEET,41152213,MIKROSKOOPIT
VAATTEET,L-VA001,NAISTEN VAATTEET,31603749,"KESÄLENINKI ""SUNNY"""
VAATTEET,L-VA001,NAISTEN VAATTEET,21837586,"SKINNY-FARKUT ""ELEGANCE"""
VAATTEET,L-VA001,NAISTEN VAATTEET,94404355,"OVERSIZE-PUSERO ""CHIC"""
VAATTEET,L-VA001,NAISTEN VAATTEET,37708887,"NAHKATAKKI ""URBAN"""
VAATTEET,L-VA001,NAISTEN VAATTEET,61399989,"KYNÄHAME ""CLASSIC"""
VAATTEET,L-VA002,MIESTEN VAATTEET,67074481,"PIQUE-PAITA ""CASUAL"""
VAATTEET,L-VA002,MIESTEN VAATTEET,96251047,"FARKUT ""DENIM DELUXE"""
VAATTEET,L-VA002,MIESTEN VAATTEET,48501714,"NAHKATAKKI ""RIDER"""
VAATTEET,L-VA002,MIESTEN VAATTEET,25827385,"CHINOT ""EVERYDAY"""
VAATTEET,L-VA002,MIESTEN VAATTEET,29267213,"KAULUSPAITA ""ELEGANT"""
VAATTEET,L-VA003,LASTENVAATTEET,74117412,"BODY-PUKU ""BABY SOFT"""
VAATTEET,L-VA003,LASTENVAATTEET,47145954,"POTKUPUKU ""COZY"""
VAATTEET,L-VA003,LASTENVAATTEET,11078815,"HAALARI ""PLAYTIME"""
VAATTEET,L-VA003,LASTENVAATTEET,88172348,"VILLAPAITA ""CUDDLES"""
VAATTEET,L-VA003,LASTENVAATTEET,10694620,"KESÄMEKKO ""SUNSHINE"""
VAATTEET,L-VA004,URHEILUVAATTEET,49895426,"JUOKSUTRIKOOT ""SPRINT"""
VAATTEET,L-VA004,URHEILUVAATTEET,41041554,"JALKAPALLO PELIPAITA ""PRO"""
VAATTEET,L-VA004,URHEILUVAATTEET,80364143,"TENNISSHORTSIT ""POWER"""
VAATTEET,L-VA004,URHEILUVAATTEET,72584993,"HIIHTOTAKKI ""SNOWXTREME"""
VAATTEET,L-VA004,URHEILUVAATTEET,33144155,"PYÖRÄILYTRIKOOT ""RIDEMAX"""
VAATTEET,L-VA005,ALUSVAATTEET,14678672,"RINTALIIVIT ""COMFORTFIT"""
VAATTEET,L-VA005,ALUSVAATTEET,45878157,"ALUSHOUSUT ""SILKTOUCH"""
VAATTEET,L-VA005,ALUSVAATTEET,83176526,"SUKKAHOUSUT ""SHEERBLISS"""
VAATTEET,L-VA005,ALUSVAATTEET,33030692,"BOKSERIT ""COTTONCOOL"""
VAATTEET,L-VA005,ALUSVAATTEET,83621670,"YÖPAITA ""DREAMY NIGHTS"""
VAATTEET,L-VA006,ULKOVAATTEET,36177007,"SADETAKKI ""RAINMASTER"""
VAATTEET,L-VA006,ULKOVAATTEET,66768519,"TALVITAKKI ""ARCTIC"""
VAATTEET,L-VA006,ULKOVAATTEET,15156615,"FLEECETAKKI ""COZYWARM"""
VAATTEET,L-VA006,ULKOVAATTEET,21030002,"TUULITAKKI ""WINDBLOCK"""
VAATTEET,L-VA006,ULKOVAATTEET,43395222,"PARKATAKKI ""EXPLORER"""
VAATTEET,L-VA007,JUHLAVAATTEET,96479954,"COCKTAILMEKKO ""ELEGANCE"""
VAATTEET,L-VA007,JUHLAVAATTEET,88521954,"SMOKKI ""GENTLEMAN"""
VAATTEET,L-VA007,JUHLAVAATTEET,48152267,"ILTAPUKU ""STARLIGHT"""
VAATTEET,L-VA007,JUHLAVAATTEET,40288516,"JUHLAMEKKO ""GLAMOUR"""
VAATTEET,L-VA007,JUHLAVAATTEET,42550847,"FRAKKI ""ROYAL"""
VAATTEET,L-VA008,UIMA-ASUT,16221752,"BIKINIT ""BEACHBABE"""
VAATTEET,L-VA008,UIMA-ASUT,52860681,"UIMAHOUSUT ""AQUAFIT"""
VAATTEET,L-VA008,UIMA-ASUT,96350176,"UIMAPUKU ""SEASTAR"""
VAATTEET,L-VA008,UIMA-ASUT,47021691,"SURFSHORTSIT ""WAVERIDER"""
VAATTEET,L-VA008,UIMA-ASUT,21568270,"LASTEN UIMAVAIPPA ""SPLASHY"""
VAATTEET,L-VA009,ASUSTEET,63610690,"HUIVI ""SILKBLISS"""
VAATTEET,L-VA009,ASUSTEET,61305177,"HATUT ""SUNSHINE"""
VAATTEET,L-VA009,ASUSTEET,42303320,"KÄSINEET ""COZYTOUCH"""
VAATTEET,L-VA009,ASUSTEET,80815850,"VYÖ ""CLASSICSTYLE"""
VAATTEET,L-VA009,ASUSTEET,90330021,"SUKAT ""WARMFEET"""
KENGÄT,M-KE001,TENNARIT,98842363,ADIDAS SUPERSTAR
KENGÄT,M-KE001,TENNARIT,46816472,VANS OLD SKOOL
KENGÄT,M-KE001,TENNARIT,27013712,CONVERSE CHUCK TAYLOR
KENGÄT,M-KE001,TENNARIT,16391741,PUMA CALI
KENGÄT,M-KE001,TENNARIT,56870471,REEBOK CLASSIC LEATHER
KENGÄT,M-KE002,NILKKURIT,12825729,TIMBERLAND COURMAYEUR VALLEY
KENGÄT,M-KE002,NILKKURIT,29194050,CLARKS DESERT BOOT
KENGÄT,M-KE002,NILKKURIT,71675049,DR. MARTENS 1461
KENGÄT,M-KE002,NILKKURIT,28504808,VAGABOND DIOON
KENGÄT,M-KE002,NILKKURIT,47325760,ECCO SOFT 7
KENGÄT,M-KE003,LOAFERIT,30895969,TOD'S GOMMINO
KENGÄT,M-KE003,LOAFERIT,18242663,GUCCI BRIXTON
KENGÄT,M-KE003,LOAFERIT,31196186,SALVATORE FERRAGAMO
KENGÄT,M-KE003,LOAFERIT,90915638,PRADA PENNY LOAFER
KENGÄT,M-KE003,LOAFERIT,74534564,BASS WEEJUNS
KENGÄT,M-KE004,SAAPPAAT,68245204,HUNTER ORIGINAL
KENGÄT,M-KE004,SAAPPAAT,60617955,UGG CLASSIC TALL
KENGÄT,M-KE004,SAAPPAAT,85889110,SOREL CARIBOU
KENGÄT,M-KE004,SAAPPAAT,39060927,TIMBERLAND EARTHKEEPERS
KENGÄT,M-KE004,SAAPPAAT,86712906,DR. MARTENS 1460
KENGÄT,M-KE005,KORKOKENGÄT,35985674,JIMMY CHOO ROMY
KENGÄT,M-KE005,KORKOKENGÄT,43934084,CHRISTIAN LOUBOUTIN SO KATE
KENGÄT,M-KE005,KORKOKENGÄT,59536331,GUCCI MARMONT
KENGÄT,M-KE005,KORKOKENGÄT,53558591,MANOLO BLAHNIK HANGISI
KENGÄT,M-KE005,KORKOKENGÄT,37352934,STUART WEITZMAN NUDISTSONG
KENGÄT,M-KE006,SANDAALIT,68987361,BIRKENSTOCK GIZEH
KENGÄT,M-KE006,SANDAALIT,48998660,TEVA ORIGINAL UNIVERSAL
KENGÄT,M-KE006,SANDAALIT,40176640,CROCS CLASSIC CLOG
KAMPAAMOTUOTTEET,N-KA1,HIUSHARJAT,48024917,TANGLE TEEZER HARJA
KAMPAAMOTUOTTEET,N-KA1,HIUSHARJAT,65295272,MASON PEARSON HARJA
KAMPAAMOTUOTTEET,N-KA1,HIUSHARJAT,89714905,DENMAN D3 HARJA
KAMPAAMOTUOTTEET,N-KA1,HIUSHARJAT,14270537,WET BRUSH ORIGINAL HARJA
KAMPAAMOTUOTTEET,N-KA1,HIUSHARJAT,20804697,OLIVIA GARDEN HARJA
KAMPAAMOTUOTTEET,N-KA2,SHAMPOOT,36174810,PANTENE PRO-V SHAMPOO
KAMPAAMOTUOTTEET,N-KA2,SHAMPOOT,39727522,HEAD & SHOULDERS SHAMPOO
KAMPAAMOTUOTTEET,N-KA2,SHAMPOOT,38455499,DOVE INTENSIVE REPAIR SHAMPOO
KAMPAAMOTUOTTEET,N-KA2,SHAMPOOT,99795440,HERBAL ESSENCES BIO RENEW SHAMPOO
KAMPAAMOTUOTTEET,N-KA2,SHAMPOOT,89192452,L'OREAL ELVIVE COLOR VIVE SHAMPOO
KAMPAAMOTUOTTEET,N-KA3,HOITOAINEET,73421870,L'OREAL PARIS HOITOAINE
KAMPAAMOTUOTTEET,N-KA3,HOITOAINEET,76869404,GARNIER FRUCTIS SLEEK & SHINE HOITOAINE
KAMPAAMOTUOTTEET,N-KA3,HOITOAINEET,78219683,TRESEMMÉ MOISTURE RICH HOITOAINE
KAMPAAMOTUOTTEET,N-KA3,HOITOAINEET,49934888,PANTENE PRO-V HOITOAINE
KAMPAAMOTUOTTEET,N-KA3,HOITOAINEET,74045408,OGX RENEWING + ARGAN OIL OF MOROCCO HOITOAINE
KAMPAAMOTUOTTEET,N-KA4,HIUSVÄRIT,24765029,SCHWARZKOPF HIUSVÄRI
KAMPAAMOTUOTTEET,N-KA4,HIUSVÄRIT,46652683,L'OREAL PARIS EXCELLENCE CRÈME HIUSVÄRI
